type	time	latitude	longitude	altitude (m)	hr	cadence	name	desc
T	2018-05-26 08:30:12	46.785671000	6.642499000	431.7	97	0	Fyne Terra 2018	
T	2018-05-26 08:30:13	46.785653000	6.642478000	431.6	98	70		
T	2018-05-26 08:30:17	46.785565000	6.642408000	431.4	95	81		
T	2018-05-26 08:30:22	46.785435000	6.642308000	431.0	92	88		
T	2018-05-26 08:30:26	46.785325000	6.642287000	431.0	95	86		
T	2018-05-26 08:30:32	46.785205000	6.642398000	431.0	92	84		
T	2018-05-26 08:30:39	46.785090000	6.642628000	432.1	94	85		
T	2018-05-26 08:30:44	46.785003000	6.642800000	433.0	101	84		
T	2018-05-26 08:30:45	46.784983000	6.642835000	433.0	105	85		
T	2018-05-26 08:30:46	46.784963000	6.642872000	433.0	108	85		
T	2018-05-26 08:30:48	46.784924000	6.642944000	433.0	113	85		
T	2018-05-26 08:30:49	46.784905000	6.642979000	433.0	117	85		
T	2018-05-26 08:30:50	46.784887000	6.643015000	433.0	120	86		
T	2018-05-26 08:30:51	46.784869000	6.643049000	433.0	124	87		
T	2018-05-26 08:30:52	46.784850000	6.643086000	433.0	128	87		
T	2018-05-26 08:30:53	46.784830000	6.643124000	432.9	133	87		
T	2018-05-26 08:30:54	46.784810000	6.643160000	432.7	133	86		
T	2018-05-26 08:30:55	46.784794000	6.643199000	432.5	139	86		
T	2018-05-26 08:30:58	46.784770000	6.643324000	431.1	143	86		
T	2018-05-26 08:31:04	46.784805000	6.643565000	431.2	146	85		
T	2018-05-26 08:31:10	46.784963000	6.643719000	431.4	148	86		
T	2018-05-26 08:31:16	46.785117000	6.643852000	431.5	151	86		
T	2018-05-26 08:31:23	46.785297000	6.644001000	431.6	150	87		
T	2018-05-26 08:31:29	46.785451000	6.644146000	431.7	151	87		
T	2018-05-26 08:31:36	46.785622000	6.644303000	431.8	152	85		
T	2018-05-26 08:31:43	46.785786000	6.644463000	431.9	153	85		
T	2018-05-26 08:31:50	46.785949000	6.644619000	431.9	153	86		
T	2018-05-26 08:31:57	46.786115000	6.644764000	432.0	152	86		
T	2018-05-26 08:32:04	46.786282000	6.644720000	432.1	152	86		
T	2018-05-26 08:32:11	46.786392000	6.644474000	432.2	152	87		
T	2018-05-26 08:32:18	46.786497000	6.644240000	432.5	151	87		
T	2018-05-26 08:32:25	46.786604000	6.643982000	432.8	151	88		
T	2018-05-26 08:32:31	46.786700000	6.643756000	433.0	153	88		
T	2018-05-26 08:32:37	46.786793000	6.643527000	432.8	154	88		
T	2018-05-26 08:32:44	46.786904000	6.643270000	432.7	153	88		
T	2018-05-26 08:32:51	46.787018000	6.643024000	432.6	154	88		
T	2018-05-26 08:32:58	46.787123000	6.642763000	432.5	154	88		
T	2018-05-26 08:33:05	46.787237000	6.642509000	432.3	155	87		
T	2018-05-26 08:33:12	46.787351000	6.642269000	432.1	156	87		
T	2018-05-26 08:33:19	46.787463000	6.642032000	431.7	156	87		
T	2018-05-26 08:33:26	46.787565000	6.641792000	431.3	157	88		
T	2018-05-26 08:33:33	46.787487000	6.641527000	431.1	158	87		
T	2018-05-26 08:33:39	46.787372000	6.641324000	431.2	159	87		
T	2018-05-26 08:33:45	46.787260000	6.641105000	431.3	158	87		
T	2018-05-26 08:33:51	46.787150000	6.640893000	431.4	158	87		
T	2018-05-26 08:33:58	46.787022000	6.640668000	431.5	159	87		
T	2018-05-26 08:34:05	46.786891000	6.640438000	431.6	160	88		
T	2018-05-26 08:34:12	46.786750000	6.640226000	431.7	159	88		
T	2018-05-26 08:34:19	46.786623000	6.639996000	431.8	159	87		
T	2018-05-26 08:34:26	46.786476000	6.639805000	431.9	159	87		
T	2018-05-26 08:34:33	46.786328000	6.639637000	431.9	159	86		
T	2018-05-26 08:34:40	46.786195000	6.639410000	432.0	161	86		
T	2018-05-26 08:34:47	46.786085000	6.639158000	431.6	160	87		
T	2018-05-26 08:34:54	46.785980000	6.638910000	431.2	161	87		
T	2018-05-26 08:35:01	46.785869000	6.638667000	430.9	162	88		
T	2018-05-26 08:35:07	46.785740000	6.638476000	430.7	161	87		
T	2018-05-26 08:35:14	46.785618000	6.638242000	430.5	162	87		
T	2018-05-26 08:35:21	46.785482000	6.638013000	430.4	162	88		
T	2018-05-26 08:35:22	46.785463000	6.637979000	430.4	162	88		
T	2018-05-26 08:35:28	46.785344000	6.637777000	430.4	162	88		
T	2018-05-26 08:35:34	46.785209000	6.637600000	430.9	164	89		
T	2018-05-26 08:35:41	46.785056000	6.637420000	431.0	164	86		
T	2018-05-26 08:35:47	46.785016000	6.637166000	432.0	164	87		
T	2018-05-26 08:35:53	46.785067000	6.636912000	433.0	165	87		
T	2018-05-26 08:35:59	46.785115000	6.636654000	434.0	165	87		
T	2018-05-26 08:36:05	46.785247000	6.636484000	434.0	164	87		
T	2018-05-26 08:36:12	46.785431000	6.636509000	434.0	163	86		
T	2018-05-26 08:36:19	46.785609000	6.636595000	434.0	163	87		
T	2018-05-26 08:36:26	46.785787000	6.636720000	432.9	163	87		
T	2018-05-26 08:36:33	46.785958000	6.636888000	432.0	163	87		
T	2018-05-26 08:36:39	46.786117000	6.637027000	432.0	164	88		
T	2018-05-26 08:36:45	46.786264000	6.637202000	431.9	163	88		
T	2018-05-26 08:36:51	46.786408000	6.637371000	432.0	161	86		
T	2018-05-26 08:36:57	46.786554000	6.637537000	431.8	161	87		
T	2018-05-26 08:37:03	46.786675000	6.637735000	430.0	162	88		
T	2018-05-26 08:37:09	46.786788000	6.637941000	430.0	163	88		
T	2018-05-26 08:37:16	46.786927000	6.638163000	430.0	162	87		
T	2018-05-26 08:37:22	46.787055000	6.638364000	428.4	162	88		
T	2018-05-26 08:37:29	46.787190000	6.638589000	428.0	161	87		
T	2018-05-26 08:37:35	46.787322000	6.638781000	429.8	159	87		
T	2018-05-26 08:37:41	46.787441000	6.638986000	431.2	161	88		
T	2018-05-26 08:37:47	46.787566000	6.639182000	432.0	162	87		
T	2018-05-26 08:37:54	46.787696000	6.639416000	432.1	161	87		
T	2018-05-26 08:38:01	46.787828000	6.639641000	432.2	162	87		
T	2018-05-26 08:38:08	46.787937000	6.639879000	432.2	162	88		
T	2018-05-26 08:38:15	46.788068000	6.640100000	432.3	161	87		
T	2018-05-26 08:38:22	46.788193000	6.640318000	432.5	161	87		
T	2018-05-26 08:38:29	46.788319000	6.640550000	432.7	162	87		
T	2018-05-26 08:38:36	46.788433000	6.640784000	432.9	161	88		
T	2018-05-26 08:38:43	46.788550000	6.641023000	431.6	161	88		
T	2018-05-26 08:38:50	46.788679000	6.641232000	430.1	160	88		
T	2018-05-26 08:38:57	46.788814000	6.641451000	430.0	158	87		
T	2018-05-26 08:39:04	46.788933000	6.641666000	429.9	159	86		
T	2018-05-26 08:39:11	46.789060000	6.641883000	430.0	159	87		
T	2018-05-26 08:39:18	46.789168000	6.642112000	430.0	161	87		
T	2018-05-26 08:39:25	46.789297000	6.642326000	430.1	161	87		
T	2018-05-26 08:39:32	46.789428000	6.642553000	430.1	159	88		
T	2018-05-26 08:39:39	46.789548000	6.642772000	430.3	158	87		
T	2018-05-26 08:39:46	46.789687000	6.642985000	430.8	158	87		
T	2018-05-26 08:39:52	46.789749000	6.643223000	431.7	159	88		
T	2018-05-26 08:39:58	46.789659000	6.643450000	432.6	160	88		
T	2018-05-26 08:40:05	46.789575000	6.643703000	432.8	162	88		
T	2018-05-26 08:40:12	46.789663000	6.643970000	430.6	162	89		
T	2018-05-26 08:40:19	46.789793000	6.644185000	429.4	161	88		
T	2018-05-26 08:40:26	46.789915000	6.644395000	427.5	160	87		
T	2018-05-26 08:40:30	46.790003000	6.644487000	427.8	161	87		
T	2018-05-26 08:40:36	46.790160000	6.644385000	428.8	162	87		
T	2018-05-26 08:40:43	46.790326000	6.644245000	431.9	162	87		
T	2018-05-26 08:40:50	46.790508000	6.644167000	431.5	162	87		
T	2018-05-26 08:40:57	46.790683000	6.644086000	429.3	162	87		
T	2018-05-26 08:41:04	46.790850000	6.643933000	429.9	162	88		
T	2018-05-26 08:41:11	46.790951000	6.643690000	433.2	162	87		
T	2018-05-26 08:41:18	46.791047000	6.643446000	435.7	162	88		
T	2018-05-26 08:41:25	46.791235000	6.643352000	434.0	162	87		
T	2018-05-26 08:41:32	46.791430000	6.643283000	430.7	162	88		
T	2018-05-26 08:41:39	46.791613000	6.643188000	429.9	161	88		
T	2018-05-26 08:41:46	46.791766000	6.643037000	430.9	163	88		
T	2018-05-26 08:41:53	46.791893000	6.642846000	432.0	163	87		
T	2018-05-26 08:42:01	46.792050000	6.642684000	431.5	163	88		
T	2018-05-26 08:42:07	46.792237000	6.642616000	430.9	165	88		
T	2018-05-26 08:42:13	46.792377000	6.642429000	431.6	165	88		
T	2018-05-26 08:42:21	46.792395000	6.642138000	431.6	164	88		
T	2018-05-26 08:42:28	46.792329000	6.641854000	432.0	164	89		
T	2018-05-26 08:42:34	46.792284000	6.641587000	432.0	164	89		
T	2018-05-26 08:42:41	46.792245000	6.641290000	432.0	166	90		
T	2018-05-26 08:42:47	46.792164000	6.641039000	432.2	165	90		
T	2018-05-26 08:42:54	46.792056000	6.640796000	432.5	165	88		
T	2018-05-26 08:43:00	46.791944000	6.640578000	432.7	165	88		
T	2018-05-26 08:43:06	46.791834000	6.640356000	432.8	165	88		
T	2018-05-26 08:43:12	46.791693000	6.640170000	433.0	166	88		
T	2018-05-26 08:43:18	46.791543000	6.640017000	433.1	168	87		
T	2018-05-26 08:43:24	46.791389000	6.639882000	433.2	167	88		
T	2018-05-26 08:43:30	46.791244000	6.639726000	433.4	165	88		
T	2018-05-26 08:43:36	46.791102000	6.639563000	433.6	163	87		
T	2018-05-26 08:43:42	46.790961000	6.639394000	433.9	165	87		
T	2018-05-26 08:43:48	46.790821000	6.639224000	434.6	166	87		
T	2018-05-26 08:43:54	46.790677000	6.639064000	435.4	167	86		
T	2018-05-26 08:44:00	46.790531000	6.638904000	435.5	167	87		
T	2018-05-26 08:44:07	46.790367000	6.638726000	434.6	167	86		
T	2018-05-26 08:44:14	46.790195000	6.638557000	434.4	167	87		
T	2018-05-26 08:44:21	46.790031000	6.638400000	434.3	167	86		
T	2018-05-26 08:44:28	46.789871000	6.638224000	434.2	166	86		
T	2018-05-26 08:44:35	46.789710000	6.638057000	434.1	167	86		
T	2018-05-26 08:44:42	46.789542000	6.637918000	434.1	167	86		
T	2018-05-26 08:44:49	46.789378000	6.637751000	434.0	166	86		
T	2018-05-26 08:44:56	46.789220000	6.637577000	433.7	166	85		
T	2018-05-26 08:45:00	46.789135000	6.637481000	433.0	166	85		
T	2018-05-26 08:45:05	46.789199000	6.637328000	433.0	166	85		
T	2018-05-26 08:45:11	46.789363000	6.637222000	433.0	166	83		
T	2018-05-26 08:45:18	46.789534000	6.637164000	433.6	169	84		
T	2018-05-26 08:45:25	46.789704000	6.637012000	434.6	169	86		
T	2018-05-26 08:45:32	46.789880000	6.636885000	437.0	169	84		
T	2018-05-26 08:45:36	46.789969000	6.636809000	437.5	166	85		
T	2018-05-26 08:45:43	46.790137000	6.636677000	437.9	164	85		
T	2018-05-26 08:45:50	46.790327000	6.636596000	438.2	164	85		
T	2018-05-26 08:45:57	46.790510000	6.636471000	438.4	166	85		
T	2018-05-26 08:46:04	46.790690000	6.636404000	438.6	166	84		
T	2018-05-26 08:46:11	46.790896000	6.636427000	438.8	167	85		
T	2018-05-26 08:46:17	46.791069000	6.636478000	439.0	164	85		
T	2018-05-26 08:46:25	46.791255000	6.636433000	439.1	164	85		
T	2018-05-26 08:46:32	46.791402000	6.636278000	438.9	164	85		
T	2018-05-26 08:46:39	46.791563000	6.636116000	439.0	166	86		
T	2018-05-26 08:46:46	46.791723000	6.635967000	439.2	164	84		
T	2018-05-26 08:46:53	46.791868000	6.635785000	439.4	164	86		
T	2018-05-26 08:46:59	46.792002000	6.635599000	439.5	165	86		
T	2018-05-26 08:47:06	46.792142000	6.635387000	439.3	166	85		
T	2018-05-26 08:47:13	46.792334000	6.635277000	439.3	167	86		
T	2018-05-26 08:47:20	46.792521000	6.635190000	439.6	165	86		
T	2018-05-26 08:47:26	46.792693000	6.635097000	439.8	165	85		
T	2018-05-26 08:47:33	46.792854000	6.634945000	439.8	164	86		
T	2018-05-26 08:47:40	46.793021000	6.634829000	439.5	164	84		
T	2018-05-26 08:47:46	46.793206000	6.634731000	439.2	165	85		
T	2018-05-26 08:47:53	46.793386000	6.634670000	438.5	165	85		
T	2018-05-26 08:48:01	46.793560000	6.634572000	438.0	164	85		
T	2018-05-26 08:48:09	46.793695000	6.634375000	437.2	165	84		
T	2018-05-26 08:48:18	46.793745000	6.634103000	436.4	168	84		
T	2018-05-26 08:48:27	46.793800000	6.633831000	435.7	166	85		
T	2018-05-26 08:48:33	46.793923000	6.633600000	434.5	164	84		
T	2018-05-26 08:48:39	46.794047000	6.633393000	433.6	164	86		
T	2018-05-26 08:48:45	46.794181000	6.633146000	432.0	166	86		
T	2018-05-26 08:48:51	46.794319000	6.632959000	432.0	164	83		
T	2018-05-26 08:48:57	46.794485000	6.632818000	431.7	164	84		
T	2018-05-26 08:49:03	46.794656000	6.632696000	431.5	166	85		
T	2018-05-26 08:49:09	46.794824000	6.632580000	431.4	168	87		
T	2018-05-26 08:49:15	46.794991000	6.632449000	431.2	168	86		
T	2018-05-26 08:49:21	46.795162000	6.632343000	431.1	168	86		
T	2018-05-26 08:49:28	46.795353000	6.632253000	431.0	168	86		
T	2018-05-26 08:49:34	46.795537000	6.632219000	430.8	169	86		
T	2018-05-26 08:49:40	46.795723000	6.632225000	430.6	170	85		
T	2018-05-26 08:49:46	46.795898000	6.632215000	430.5	167	85		
T	2018-05-26 08:49:53	46.796096000	6.632213000	430.3	169	85		
T	2018-05-26 08:50:00	46.796296000	6.632209000	430.2	167	84		
T	2018-05-26 08:50:06	46.796475000	6.632192000	430.1	165	85		
T	2018-05-26 08:50:12	46.796658000	6.632193000	430.0	165	85		
T	2018-05-26 08:50:19	46.796859000	6.632185000	430.3	166	85		
T	2018-05-26 08:50:26	46.797058000	6.632184000	430.5	165	84		
T	2018-05-26 08:50:33	46.797252000	6.632172000	430.7	167	86		
T	2018-05-26 08:50:40	46.797457000	6.632142000	431.0	167	86		
T	2018-05-26 08:50:46	46.797637000	6.632139000	431.0	166	86		
T	2018-05-26 08:50:53	46.797834000	6.632181000	431.0	165	85		
T	2018-05-26 08:50:58	46.797960000	6.632223000	431.1	165	85		
T	2018-05-26 08:51:05	46.798163000	6.632276000	431.6	166	85		
T	2018-05-26 08:51:11	46.798344000	6.632306000	431.9	167	85		
T	2018-05-26 08:51:18	46.798542000	6.632370000	432.2	166	85		
T	2018-05-26 08:51:25	46.798740000	6.632405000	432.6	165	85		
T	2018-05-26 08:51:32	46.798931000	6.632447000	432.9	165	85		
T	2018-05-26 08:51:39	46.799125000	6.632483000	433.2	164	85		
T	2018-05-26 08:51:46	46.799322000	6.632525000	433.5	163	85		
T	2018-05-26 08:51:53	46.799518000	6.632588000	433.8	163	85		
T	2018-05-26 08:52:00	46.799702000	6.632654000	434.3	163	85		
T	2018-05-26 08:52:07	46.799903000	6.632695000	435.1	166	85		
T	2018-05-26 08:52:14	46.800111000	6.632709000	436.0	165	85		
T	2018-05-26 08:52:21	46.800312000	6.632729000	436.7	165	85		
T	2018-05-26 08:52:27	46.800491000	6.632754000	437.0	166	86		
T	2018-05-26 08:52:33	46.800681000	6.632781000	437.4	166	85		
T	2018-05-26 08:52:39	46.800858000	6.632840000	438.0	166	85		
T	2018-05-26 08:52:42	46.800947000	6.632885000	438.3	169	85		
T	2018-05-26 08:52:49	46.801049000	6.633117000	438.6	170	82		
T	2018-05-26 08:52:55	46.801167000	6.633323000	437.9	173	84		
T	2018-05-26 08:52:58	46.801212000	6.633434000	437.8	176	85		
T	2018-05-26 08:53:05	46.801256000	6.633724000	437.4	176	84		
T	2018-05-26 08:53:12	46.801253000	6.634026000	437.0	175	85		
T	2018-05-26 08:53:19	46.801271000	6.634326000	436.6	174	85		
T	2018-05-26 08:53:25	46.801304000	6.634568000	436.2	171	84		
T	2018-05-26 08:53:31	46.801329000	6.634818000	435.5	168	86		
T	2018-05-26 08:53:37	46.801375000	6.635072000	435.1	166	84		
T	2018-05-26 08:53:43	46.801491000	6.635298000	434.5	168	84		
T	2018-05-26 08:53:49	46.801619000	6.635507000	434.9	168	84		
T	2018-05-26 08:53:55	46.801737000	6.635734000	434.1	170	84		
T	2018-05-26 08:54:02	46.801902000	6.635905000	430.5	170	84		
T	2018-05-26 08:54:09	46.802094000	6.636003000	430.0	170	85		
T	2018-05-26 08:54:12	46.802169000	6.636055000	430.4	167	85		
T	2018-05-26 08:54:19	46.802315000	6.636229000	430.0	165	86		
T	2018-05-26 08:54:26	46.802490000	6.636357000	430.3	167	83		
T	2018-05-26 08:54:33	46.802660000	6.636485000	430.4	168	85		
T	2018-05-26 08:54:40	46.802841000	6.636546000	432.2	166	85		
T	2018-05-26 08:54:48	46.803038000	6.636528000	433.6	165	85		
T	2018-05-26 08:54:55	46.803231000	6.636492000	432.3	166	85		
T	2018-05-26 08:55:03	46.803412000	6.636481000	431.7	164	85		
T	2018-05-26 08:55:10	46.803610000	6.636487000	431.3	163	84		
T	2018-05-26 08:55:17	46.803797000	6.636616000	431.7	164	84		
T	2018-05-26 08:55:23	46.803968000	6.636715000	432.3	164	84		
T	2018-05-26 08:55:26	46.804052000	6.636765000	432.5	167	83		
T	2018-05-26 08:55:27	46.804083000	6.636776000	432.6	170	83		
T	2018-05-26 08:55:28	46.804111000	6.636792000	432.7	170	83		
T	2018-05-26 08:55:35	46.804268000	6.636983000	432.9	172	84		
T	2018-05-26 08:55:41	46.804377000	6.637198000	432.8	173	85		
T	2018-05-26 08:55:48	46.804486000	6.637456000	432.7	170	84		
T	2018-05-26 08:55:52	46.804546000	6.637598000	432.6	167	84		
T	2018-05-26 08:55:59	46.804652000	6.637846000	432.4	168	84		
T	2018-05-26 08:56:05	46.804740000	6.638063000	432.2	165	84		
T	2018-05-26 08:56:09	46.804789000	6.638219000	432.0	165	84		
T	2018-05-26 08:56:15	46.804861000	6.638460000	431.9	165	84		
T	2018-05-26 08:56:22	46.804945000	6.638727000	431.7	167	84		
T	2018-05-26 08:56:29	46.805052000	6.638975000	431.5	164	84		
T	2018-05-26 08:56:36	46.805143000	6.639235000	431.4	165	84		
T	2018-05-26 08:56:42	46.805215000	6.639452000	431.2	168	84		
T	2018-05-26 08:56:49	46.805298000	6.639706000	430.8	166	85		
T	2018-05-26 08:56:56	46.805388000	6.639948000	430.3	165	84		
T	2018-05-26 08:57:03	46.805452000	6.640197000	429.8	164	85		
T	2018-05-26 08:57:10	46.805530000	6.640457000	429.1	165	85		
T	2018-05-26 08:57:17	46.805622000	6.640706000	428.5	165	85		
T	2018-05-26 08:57:24	46.805712000	6.640966000	428.0	165	86		
T	2018-05-26 08:57:31	46.805789000	6.641232000	429.0	167	86		
T	2018-05-26 08:57:38	46.805879000	6.641479000	430.0	167	85		
T	2018-05-26 08:57:45	46.805963000	6.641735000	431.3	167	86		
T	2018-05-26 08:57:52	46.806065000	6.641990000	431.5	168	84		
T	2018-05-26 08:57:59	46.806183000	6.642241000	430.6	170	86		
T	2018-05-26 08:58:06	46.806285000	6.642488000	429.1	169	86		
T	2018-05-26 08:58:13	46.806382000	6.642748000	429.9	167	85		
T	2018-05-26 08:58:19	46.806502000	6.642957000	430.9	168	84		
T	2018-05-26 08:58:24	46.806596000	6.643130000	431.4	171	84		
T	2018-05-26 08:58:31	46.806728000	6.643365000	431.8	170	85		
T	2018-05-26 08:58:38	46.806830000	6.643624000	431.4	170	85		
T	2018-05-26 08:58:44	46.806943000	6.643833000	430.5	167	85		
T	2018-05-26 08:58:50	46.807060000	6.644038000	429.8	167	86		
T	2018-05-26 08:58:57	46.807177000	6.644278000	429.3	167	86		
T	2018-05-26 08:59:03	46.807301000	6.644471000	429.0	169	85		
T	2018-05-26 08:59:10	46.807463000	6.644660000	430.8	170	86		
T	2018-05-26 08:59:15	46.807561000	6.644805000	433.2	167	85		
T	2018-05-26 08:59:21	46.807704000	6.644974000	434.7	167	85		
T	2018-05-26 08:59:28	46.807808000	6.645208000	433.2	166	85		
T	2018-05-26 08:59:35	46.807950000	6.645425000	432.2	168	85		
T	2018-05-26 08:59:42	46.808087000	6.645638000	433.4	166	85		
T	2018-05-26 08:59:47	46.808191000	6.645778000	434.2	169	85		
T	2018-05-26 08:59:54	46.808339000	6.645977000	436.0	166	84		
T	2018-05-26 09:00:01	46.808465000	6.646202000	436.3	167	86		
T	2018-05-26 09:00:08	46.808595000	6.646419000	436.5	166	84		
T	2018-05-26 09:00:15	46.808724000	6.646655000	436.8	165	85		
T	2018-05-26 09:00:22	46.808864000	6.646867000	437.0	165	85		
T	2018-05-26 09:00:29	46.808993000	6.647095000	437.2	167	85		
T	2018-05-26 09:00:34	46.809073000	6.647268000	437.4	170	85		
T	2018-05-26 09:00:41	46.809197000	6.647483000	437.7	170	86		
T	2018-05-26 09:00:48	46.809339000	6.647682000	438.0	171	85		
T	2018-05-26 09:00:55	46.809488000	6.647873000	438.3	172	84		
T	2018-05-26 09:01:02	46.809669000	6.648050000	438.6	171	86		
T	2018-05-26 09:01:09	46.809816000	6.648246000	438.7	171	85		
T	2018-05-26 09:01:16	46.809954000	6.648458000	438.9	171	86		
T	2018-05-26 09:01:22	46.810069000	6.648659000	438.6	172	85		
T	2018-05-26 09:01:29	46.810169000	6.648915000	437.0	171	86		
T	2018-05-26 09:01:36	46.810278000	6.649178000	436.7	172	86		
T	2018-05-26 09:01:42	46.810397000	6.649370000	436.5	169	86		
T	2018-05-26 09:01:48	46.810528000	6.649553000	436.4	173	85		
T	2018-05-26 09:01:55	46.810652000	6.649770000	436.2	173	84		
T	2018-05-26 09:02:04	46.810747000	6.649950000	436.1	170	0		
T	2018-05-26 09:02:10	46.810856000	6.650138000	436.0	173	83		
T	2018-05-26 09:02:16	46.810981000	6.650340000	435.8	171	85		
T	2018-05-26 09:02:23	46.811110000	6.650564000	435.6	170	84		
T	2018-05-26 09:02:29	46.811235000	6.650753000	435.3	167	85		
T	2018-05-26 09:02:32	46.811295000	6.650850000	435.2	164	85		
T	2018-05-26 09:02:39	46.811433000	6.651058000	434.9	164	84		
T	2018-05-26 09:02:44	46.811527000	6.651218000	434.8	167	84		
T	2018-05-26 09:02:46	46.811566000	6.651282000	434.8	170	84		
T	2018-05-26 09:02:53	46.811706000	6.651504000	434.6	170	85		
T	2018-05-26 09:03:00	46.811841000	6.651725000	434.5	171	84		
T	2018-05-26 09:03:07	46.811966000	6.651959000	434.3	169	85		
T	2018-05-26 09:03:13	46.812072000	6.652169000	434.2	166	85		
T	2018-05-26 09:03:20	46.812187000	6.652416000	434.1	168	85		
T	2018-05-26 09:03:27	46.812306000	6.652663000	433.9	170	85		
T	2018-05-26 09:03:34	46.812427000	6.652909000	433.8	169	85		
T	2018-05-26 09:03:40	46.812528000	6.653116000	433.7	166	85		
T	2018-05-26 09:03:47	46.812632000	6.653358000	433.5	165	85		
T	2018-05-26 09:03:52	46.812709000	6.653527000	433.4	168	86		
T	2018-05-26 09:03:59	46.812839000	6.653750000	433.3	170	85		
T	2018-05-26 09:04:06	46.812977000	6.653964000	433.1	170	85		
T	2018-05-26 09:04:13	46.813100000	6.654186000	433.1	172	85		
T	2018-05-26 09:04:20	46.813220000	6.654407000	432.9	171	85		
T	2018-05-26 09:04:27	46.813353000	6.654598000	432.9	170	85		
T	2018-05-26 09:04:34	46.813454000	6.654836000	432.9	171	85		
T	2018-05-26 09:04:41	46.813560000	6.655078000	432.3	169	85		
T	2018-05-26 09:04:44	46.813595000	6.655198000	432.5	166	85		
T	2018-05-26 09:04:51	46.813726000	6.655423000	433.0	165	85		
T	2018-05-26 09:04:58	46.813858000	6.655642000	433.1	166	85		
T	2018-05-26 09:05:05	46.813984000	6.655868000	433.2	167	86		
T	2018-05-26 09:05:12	46.814103000	6.656108000	433.3	168	86		
T	2018-05-26 09:05:18	46.814193000	6.656334000	433.4	168	86		
T	2018-05-26 09:05:24	46.814270000	6.656575000	433.6	167	86		
T	2018-05-26 09:05:30	46.814335000	6.656820000	433.7	169	86		
T	2018-05-26 09:05:37	46.814398000	6.657108000	433.8	170	86		
T	2018-05-26 09:05:44	46.814469000	6.657373000	433.9	169	86		
T	2018-05-26 09:05:51	46.814597000	6.657615000	434.1	171	86		
T	2018-05-26 09:05:58	46.814746000	6.657790000	434.3	170	87		
T	2018-05-26 09:06:06	46.814923000	6.657879000	434.5	168	85		
T	2018-05-26 09:06:12	46.815082000	6.658000000	434.7	169	86		
T	2018-05-26 09:06:18	46.815237000	6.658213000	434.8	168	86		
T	2018-05-26 09:06:24	46.815345000	6.658441000	434.8	167	85		
T	2018-05-26 09:06:30	46.815461000	6.658643000	434.5	166	85		
T	2018-05-26 09:06:35	46.815563000	6.658792000	434.2	167	86		
T	2018-05-26 09:06:42	46.815718000	6.658974000	434.1	166	86		
T	2018-05-26 09:06:49	46.815880000	6.659147000	434.1	168	85		
T	2018-05-26 09:06:56	46.816035000	6.659326000	434.2	170	86		
T	2018-05-26 09:07:03	46.816179000	6.659480000	434.2	169	86		
T	2018-05-26 09:07:10	46.816333000	6.659624000	434.3	171	86		
T	2018-05-26 09:07:17	46.816497000	6.659752000	434.5	170	85		
T	2018-05-26 09:07:22	46.816602000	6.659876000	434.5	167	85		
T	2018-05-26 09:07:29	46.816722000	6.660117000	434.7	167	85		
T	2018-05-26 09:07:35	46.816810000	6.660354000	434.9	170	86		
T	2018-05-26 09:07:42	46.816887000	6.660621000	435.1	173	85		
T	2018-05-26 09:07:49	46.816982000	6.660863000	435.3	175	85		
T	2018-05-26 09:07:56	46.817072000	6.661122000	435.6	172	85		
T	2018-05-26 09:08:03	46.817161000	6.661389000	435.8	172	85		
T	2018-05-26 09:08:10	46.817259000	6.661653000	436.0	171	85		
T	2018-05-26 09:08:17	46.817378000	6.661873000	436.2	170	85		
T	2018-05-26 09:08:23	46.817471000	6.662129000	436.4	170	85		
T	2018-05-26 09:08:29	46.817536000	6.662378000	436.6	171	84		
T	2018-05-26 09:08:35	46.817629000	6.662637000	436.7	172	85		
T	2018-05-26 09:08:41	46.817723000	6.662869000	436.8	171	85		
T	2018-05-26 09:08:47	46.817813000	6.663104000	437.0	169	85		
T	2018-05-26 09:08:54	46.817901000	6.663381000	437.1	167	84		
T	2018-05-26 09:09:01	46.817980000	6.663660000	437.3	166	85		
T	2018-05-26 09:09:06	46.818041000	6.663849000	437.4	169	84		
T	2018-05-26 09:09:10	46.818094000	6.663995000	437.5	172	85		
T	2018-05-26 09:09:17	46.818193000	6.664239000	437.7	174	84		
T	2018-05-26 09:09:24	46.818294000	6.664495000	437.9	173	85		
T	2018-05-26 09:09:28	46.818346000	6.664629000	438.0	170	84		
T	2018-05-26 09:09:31	46.818389000	6.664727000	438.4	167	84		
T	2018-05-26 09:09:38	46.818469000	6.664994000	438.4	165	84		
T	2018-05-26 09:09:45	46.818554000	6.665255000	437.3	166	84		
T	2018-05-26 09:09:52	46.818598000	6.665511000	436.6	168	83		
T	2018-05-26 09:09:56	46.818634000	6.665634000	436.3	171	83		
T	2018-05-26 09:10:01	46.818695000	6.665815000	435.9	174	84		
T	2018-05-26 09:10:06	46.818752000	6.665985000	435.6	171	85		
T	2018-05-26 09:10:11	46.818801000	6.666168000	435.2	168	85		
T	2018-05-26 09:10:16	46.818894000	6.666356000	434.7	166	85		
T	2018-05-26 09:10:21	46.818964000	6.666542000	434.3	167	84		
T	2018-05-26 09:10:26	46.819040000	6.666739000	434.0	170	85		
T	2018-05-26 09:10:34	46.819133000	6.667001000	433.5	169	84		
