type	time	latitude	longitude	altitude (m)	hr	cadence	name	desc
T	2018-05-26 10:18:39	46.785523000	6.637781000	430.4	159	82		
T	2018-05-26 10:18:46	46.785666000	6.637953000	430.5	158	82		
T	2018-05-26 10:18:53	46.785757000	6.638163000	430.6	161	82		
T	2018-05-26 10:19:00	46.785882000	6.638395000	430.8	163	82		
T	2018-05-26 10:19:06	46.785976000	6.638577000	430.9	166	82		
T	2018-05-26 10:19:13	46.786073000	6.638782000	431.2	163	82		
T	2018-05-26 10:19:20	46.786178000	6.639011000	431.6	162	82		
T	2018-05-26 10:19:23	46.786241000	6.639108000	431.8	166	82		
T	2018-05-26 10:19:29	46.786361000	6.639314000	432.0	166	82		
T	2018-05-26 10:19:36	46.786491000	6.639549000	431.9	167	82		
T	2018-05-26 10:19:43	46.786609000	6.639782000	431.9	169	82		
T	2018-05-26 10:19:50	46.786729000	6.640018000	431.8	169	82		
T	2018-05-26 10:19:57	46.786850000	6.640244000	431.7	169	82		
T	2018-05-26 10:20:04	46.786950000	6.640473000	431.6	169	82		
T	2018-05-26 10:20:11	46.787046000	6.640694000	431.5	170	81		
T	2018-05-26 10:20:19	46.787146000	6.640919000	431.4	169	81		
T	2018-05-26 10:20:24	46.787226000	6.641078000	431.4	172	81		
T	2018-05-26 10:20:32	46.787342000	6.641301000	431.3	172	82		
T	2018-05-26 10:20:39	46.787464000	6.641517000	431.1	172	81		
T	2018-05-26 10:20:46	46.787584000	6.641723000	431.0	171	82		
T	2018-05-26 10:20:54	46.787704000	6.641958000	430.7	171	81		
T	2018-05-26 10:21:02	46.787815000	6.642182000	430.3	172	81		
T	2018-05-26 10:21:09	46.787927000	6.642389000	430.0	172	81		
T	2018-05-26 10:21:16	46.788056000	6.642581000	429.7	172	82		
T	2018-05-26 10:21:26	46.788154000	6.642745000	429.4	174	55		
T	2018-05-26 10:21:30	46.788188000	6.642808000	429.3	171	53		
T	2018-05-26 10:21:33	46.788224000	6.642865000	429.1	168	54		
T	2018-05-26 10:21:35	46.788239000	6.642908000	429.0	167	54		
T	2018-05-26 10:21:44	46.788255000	6.643177000	428.0	166	79		
T	2018-05-26 10:21:51	46.788226000	6.643441000	428.2	166	80		
T	2018-05-26 10:21:58	46.788230000	6.643738000	428.3	167	81		
T	2018-05-26 10:22:05	46.788171000	6.644005000	428.4	167	82		
T	2018-05-26 10:22:12	46.788053000	6.644215000	428.5	167	82		
T	2018-05-26 10:22:19	46.787921000	6.644404000	428.6	166	82		
T	2018-05-26 10:22:26	46.787778000	6.644580000	428.7	164	82		
T	2018-05-26 10:22:31	46.787659000	6.644681000	428.8	161	82		
T	2018-05-26 10:22:37	46.787483000	6.644634000	429.4	163	82		
T	2018-05-26 10:22:40	46.787403000	6.644575000	429.7	166	83		
T	2018-05-26 10:22:47	46.787232000	6.644419000	430.1	167	82		
T	2018-05-26 10:22:53	46.787082000	6.644281000	430.4	170	82		
T	2018-05-26 10:23:00	46.786917000	6.644120000	431.0	169	82		
T	2018-05-26 10:23:07	46.786751000	6.643962000	431.5	169	82		
T	2018-05-26 10:23:14	46.786585000	6.643798000	432.3	171	83		
T	2018-05-26 10:23:21	46.786448000	6.643615000	433.0	172	81		
T	2018-05-26 10:23:28	46.786309000	6.643422000	433.0	172	82		
T	2018-05-26 10:23:35	46.786170000	6.643231000	433.1	171	82		
T	2018-05-26 10:23:42	46.786037000	6.643036000	433.5	172	81		
T	2018-05-26 10:23:49	46.785904000	6.642833000	433.6	172	82		
T	2018-05-26 10:23:56	46.785779000	6.642637000	433.3	174	83		
T	2018-05-26 10:24:04	46.785626000	6.642445000	432.6	174	82		
T	2018-05-26 10:24:08	46.785554000	6.642350000	431.9	174	82		
T	2018-05-26 10:24:16	46.785381000	6.642243000	431.0	174	81		
T	2018-05-26 10:24:24	46.785227000	6.642384000	431.0	173	81		
T	2018-05-26 10:24:32	46.785110000	6.642623000	431.9	173	81		
T	2018-05-26 10:24:40	46.784990000	6.642863000	433.0	174	80		
T	2018-05-26 10:24:45	46.784924000	6.643007000	433.0	173	80	
