type	time	latitude	longitude	altitude (m)	hr	cadence	name	desc
T	2018-06-02 09:55:37	47.044107000	6.979920000	1128.5	171	81.0		
T	2018-06-02 09:55:46	47.043952000	6.979747000	1128.6	169	80.0		
T	2018-06-02 09:55:56	47.043791000	6.979587000	1128.2	170	80.0		
T	2018-06-02 09:56:03	47.043689000	6.979483000	1127.9	169	79.0		
T	2018-06-02 09:56:12	47.043699000	6.979227000	1128.0	170	80.0		
T	2018-06-02 09:56:19	47.043765000	6.979142000	1129.2	170	56.0		
T	2018-06-02 09:56:31	47.043903000	6.979084000	1130.5	167	76.0		
T	2018-06-02 09:56:38	47.044023000	6.979051000	1131.9	168	80.0		
T	2018-06-02 09:56:48	47.044203000	6.978989000	1134.3	169	81.0		
T	2018-06-02 09:56:56	47.044375000	6.978884000	1136.8	169	81.0		
T	2018-06-02 09:57:04	47.044575000	6.978821000	1139.0	168	81.0		
T	2018-06-02 09:57:12	47.044773000	6.978786000	1141.2	167	81.0		
T	2018-06-02 09:57:22	47.044968000	6.978740000	1142.7	169	81.0		
T	2018-06-02 09:57:32	47.045156000	6.978655000	1143.4	170	82.0		
T	2018-06-02 09:57:41	47.045331000	6.978544000	1143.7	170	81.0		
T	2018-06-02 09:57:45	47.045309000	6.978504000	1143.5	170	78.0		
T	2018-06-02 09:57:58	47.045135000	6.978402000	1142.7	169	79.0		
T	2018-06-02 09:58:08	47.044948000	6.978325000	1142.5	170	81.0		
T	2018-06-02 09:58:17	47.044755000	6.978247000	1142.4	170	81.0		
T	2018-06-02 09:58:28	47.044613000	6.978058000	1142.3	169	79.0		
T	2018-06-02 09:58:36	47.044434000	6.977944000	1142.4	169	79.0		
T	2018-06-02 09:58:44	47.044254000	6.977837000	1142.3	169	81.0		
T	2018-06-02 09:58:53	47.044065000	6.977740000	1142.1	171	81.0		
T	2018-06-02 09:59:02	47.043875000	6.977681000	1142.0	170	81.0		
T	2018-06-02 09:59:10	47.043683000	6.977708000	1142.0	171	83.0		
T	2018-06-02 09:59:18	47.043486000	6.977717000	1142.0	171	83.0		
T	2018-06-02 09:59:25	47.043301000	6.977656000	1142.1	170	84.0		
T	2018-06-02 09:59:32	47.043128000	6.977543000	1142.5	172	83.0		
T	2018-06-02 09:59:40	47.042949000	6.977414000	1143.1	171	81.0		
T	2018-06-02 09:59:49	47.042759000	6.977313000	1143.8	170	81.0		
T	2018-06-02 09:59:57	47.042578000	6.977261000	1144.3	169	82.0		
T	2018-06-02 10:00:06	47.042397000	6.977179000	1145.2	169	81.0		
T	2018-06-02 10:00:14	47.042223000	6.977103000	1145.6	169	81.0		
T	2018-06-02 10:00:22	47.042055000	6.977005000	1146.0	169	81.0		
T	2018-06-02 10:00:30	47.041881000	6.976928000	1146.8	169	81.0		
T	2018-06-02 10:00:38	47.041707000	6.976840000	1147.6	170	82.0		
T	2018-06-02 10:00:48	47.041555000	6.976673000	1147.9	170	79.0		
T	2018-06-02 10:00:58	47.041383000	6.976586000	1148.3	171	82.0		
T	2018-06-02 10:01:09	47.041195000	6.976529000	1149.5	171	80.0		
T	2018-06-02 10:01:18	47.041058000	6.976405000	1150.7	171	77.0		
T	2018-06-02 10:01:21	47.041034000	6.976348000	1151.1	172	77.0		
T	2018-06-02 10:01:26	47.040984000	6.976275000	1151.6	169	77.0		
T	2018-06-02 10:01:37	47.040824000	6.976146000	1152.5	170	79.0		
T	2018-06-02 10:01:46	47.040637000	6.975964000	1153.4	171	80.0		
T	2018-06-02 10:01:52	47.040543000	6.975847000	1154.0	170	78.0		
T	2018-06-02 10:01:59	47.040403000	6.975650000	1154.0	171	78.0		
T	2018-06-02 10:02:07	47.040259000	6.975457000	1154.0	171	80.0		
T	2018-06-02 10:02:16	47.040069000	6.975353000	1155.1	171	82.0		
T	2018-06-02 10:02:24	47.039893000	6.975267000	1156.0	173	83.0		
T	2018-06-02 10:02:32	47.039758000	6.975154000	1156.7	173	82.0		
T	2018-06-02 10:02:39	47.039736000	6.975059000	1157.5	170	0.0		
T	2018-06-02 10:02:57	47.039664000	6.974922000	1157.7	167	0.0		
T	2018-06-02 10:02:59	47.039633000	6.974868000	1157.6	168	80.0		
T	2018-06-02 10:03:07	47.039526000	6.974644000	1157.2	167	82.0		
T	2018-06-02 10:03:11	47.039487000	6.974547000	1157.1	164	81.0		
T	2018-06-02 10:03:12	47.039477000	6.974525000	1157.0	164	81.0		
T	2018-06-02 10:03:21	47.039462000	6.974261000	1156.8	164	81.0		
T	2018-06-02 10:03:29	47.039364000	6.974014000	1156.4	166	82.0		
T	2018-06-02 10:03:34	47.039273000	6.973858000	1155.9	169	82.0		
T	2018-06-02 10:03:40	47.039122000	6.973693000	1155.5	170	82.0		
T	2018-06-02 10:03:46	47.038982000	6.973523000	1155.1	170	82.0		
T	2018-06-02 10:03:52	47.038838000	6.973359000	1154.8	170	83.0		
T	2018-06-02 10:03:59	47.038694000	6.973175000	1154.6	170	84.0		
T	2018-06-02 10:04:06	47.038559000	6.972986000	1154.4	171	83.0		
T	2018-06-02 10:04:12	47.038452000	6.972838000	1154.3	168	83.0		
T	2018-06-02 10:04:17	47.038362000	6.972731000	1154.1	165	83.0		
T	2018-06-02 10:04:22	47.038260000	6.972609000	1157.3	162	84.0		
T	2018-06-02 10:04:25	47.038211000	6.972587000	1162.3	162	83.0		
T	2018-06-02 10:04:32	47.038161000	6.972825000	1161.5	166	82.0		
T	2018-06-02 10:04:40	47.038099000	6.973060000	1160.3	170	82.0		
T	2018-06-02 10:04:43	47.038052000	6.973153000	1159.6	171	82.0		
T	2018-06-02 10:04:50	47.037871000	6.973180000	1158.3	171	83.0		
T	2018-06-02 10:04:56	47.037731000	6.973158000	1158.0	168	83.0		
T	2018-06-02 10:05:04	47.037544000	6.973166000	1157.6	167	83.0		
T	2018-06-02 10:05:07	47.037473000	6.973161000	1157.4	170	83.0		
T	2018-06-02 10:05:14	47.037285000	6.973110000	1155.5	169	83.0		
T	2018-06-02 10:05:21	47.037079000	6.973086000	1152.6	167	84.0		
T	2018-06-02 10:05:28	47.036883000	6.973047000	1149.9	168	82.0		
T	2018-06-02 10:05:35	47.036704000	6.973002000	1147.2	166	86.0		
T	2018-06-02 10:05:40	47.036525000	6.972925000	1144.2	165	95.0		
T	2018-06-02 10:05:45	47.036357000	6.972802000	1141.5	164	90.0		
T	2018-06-02 10:05:51	47.036176000	6.972673000	1140.1	164	87.0		
T	2018-06-02 10:05:56	47.035993000	6.972611000	1139.7	165	89.0		
T	2018-06-02 10:06:02	47.035820000	6.972488000	1138.8	166	88.0		
T	2018-06-02 10:06:07	47.035646000	6.972351000	1138.1	164	88.0		
T	2018-06-02 10:06:13	47.035467000	6.972209000	1137.7	165	89.0		
T	2018-06-02 10:06:19	47.035311000	6.972064000	1137.5	167	88.0		
T	2018-06-02 10:06:23	47.035217000	6.971978000	1137.2	164	86.0		
T	2018-06-02 10:06:27	47.035139000	6.971912000	1136.7	167	86.0		
T	2018-06-02 10:06:34	47.034985000	6.971770000	1134.7	167	85.0		
T	2018-06-02 10:06:40	47.034800000	6.971626000	1133.1	166	85.0		
T	2018-06-02 10:06:46	47.034630000	6.971500000	1131.6	166	86.0		
T	2018-06-02 10:06:53	47.034447000	6.971346000	1130.9	165	85.0		
T	2018-06-02 10:06:59	47.034294000	6.971203000	1129.7	167	86.0		
T	2018-06-02 10:07:05	47.034130000	6.971040000	1128.4	168	85.0		
T	2018-06-02 10:07:12	47.033969000	6.970871000	1126.8	166	85.0		
T	2018-06-02 10:07:18	47.033812000	6.970677000	1125.0	165	85.0		
T	2018-06-02 10:07:24	47.033678000	6.970492000	1123.9	166	85.0		
T	2018-06-02 10:07:31	47.033546000	6.970272000	1122.9	167	86.0		
T	2018-06-02 10:07:37	47.033404000	6.970081000	1123.2	166	84.0		
T	2018-06-02 10:07:43	47.033272000	6.969892000	1123.3	167	83.0		
T	2018-06-02 10:07:51	47.033162000	6.969651000	1123.3	167	84.0		
T	2018-06-02 10:07:59	47.033024000	6.969432000	1123.3	167	84.0		
T	2018-06-02 10:08:06	47.032886000	6.969221000	1123.0	167	84.0		
T	2018-06-02 10:08:14	47.032765000	6.968986000	1122.4	169	84.0		
T	2018-06-02 10:08:19	47.032659000	6.968836000	1121.4	171	83.0		
T	2018-06-02 10:08:26	47.032556000	6.968605000	1121.1	171	84.0		
T	2018-06-02 10:08:33	47.032423000	6.968413000	1121.1	173	84.0		
T	2018-06-02 10:08:40	47.032282000	6.968214000	1121.2	172	83.0		
T	2018-06-02 10:08:48	47.032133000	6.968012000	1121.7	171	83.0		
T	2018-06-02 10:08:57	47.032012000	6.967789000	1122.6	170	82.0		
T	2018-06-02 10:09:05	47.031876000	6.967588000	1124.1	171	80.0		
T	2018-06-02 10:09:13	47.031747000	6.967392000	1125.6	172	82.0		
T	2018-06-02 10:09:22	47.031672000	6.967148000	1127.0	172	81.0		
T	2018-06-02 10:09:24	47.031668000	6.967106000	1127.2	173	81.0		
T	2018-06-02 10:09:34	47.031619000	6.966832000	1128.4	172	80.0		
T	2018-06-02 10:09:43	47.031519000	6.966593000	1129.1	172	81.0		
T	2018-06-02 10:09:51	47.031356000	6.966424000	1128.5	174	83.0		
T	2018-06-02 10:09:58	47.031205000	6.966272000	1127.5	173	83.0		
T	2018-06-02 10:10:07	47.031038000	6.966093000	1127.0	171	83.0		
T	2018-06-02 10:10:16	47.030943000	6.965841000	1126.4	172	82.0		
T	2018-06-02 10:10:23	47.030812000	6.965629000	1126.1	171	83.0		
T	2018-06-02 10:10:31	47.030659000	6.965452000	1126.0	170	82.0		
T	2018-06-02 10:10:38	47.030468000	6.965455000	1124.6	170	83.0		
T	2018-06-02 10:10:46	47.030279000	6.965405000	1121.1	168	86.0		
T	2018-06-02 10:10:49	47.030191000	6.965397000	1119.5	171	87.0		
T	2018-06-02 10:10:57	47.029986000	6.965401000	1109.2	172	84.0		
T	2018-06-02 10:11:04	47.029783000	6.965359000	1100.7	170	87.0		
T	2018-06-02 10:11:10	47.029579000	6.965304000	1092.6	167	85.0		
T	2018-06-02 10:11:17	47.029391000	6.965178000	1082.1	166	86.0		
T	2018-06-02 10:11:24	47.029217000	6.965049000	1074.8	165	84.0		
T	2018-06-02 10:11:29	47.029109000	6.964967000	1073.7	162	89.0		
T	2018-06-02 10:11:35	47.028949000	6.964769000	1072.9	162	84.0		
T	2018-06-02 10:11:39	47.028854000	6.964617000	1072.5	159	84.0		
T	2018-06-02 10:11:46	47.028724000	6.964395000	1072.0	160	84.0		
T	2018-06-02 10:11:55	47.028645000	6.964125000	1071.7	158	82.0		
T	2018-06-02 10:12:04	47.028614000	6.963853000	1071.4	160	81.0		
T	2018-06-02 10:12:10	47.028584000	6.963640000	1071.2	163	81.0		
T	2018-06-02 10:12:16	47.028540000	6.963376000	1070.8	164	83.0		
T	2018-06-02 10:12:23	47.028475000	6.963111000	1070.5	164	81.0		
T	2018-06-02 10:12:30	47.028404000	6.962850000	1070.2	164	82.0		
T	2018-06-02 10:12:37	47.028348000	6.962586000	1073.3	164	81.0		
T	2018-06-02 10:12:45	47.028280000	6.962317000	1077.6	164	83.0		
T	2018-06-02 10:12:53	47.028219000	6.962063000	1080.1	165	83.0		
T	2018-06-02 10:13:03	47.028165000	6.961798000	1081.2	167	83.0		
T	2018-06-02 10:13:08	47.028111000	6.961628000	1082.0	170	84.0		
T	2018-06-02 10:13:17	47.028033000	6.961375000	1083.6	171	83.0		
T	2018-06-02 10:13:25	47.027982000	6.961095000	1086.3	172	82.0		
T	2018-06-02 10:13:33	47.027927000	6.960820000	1089.6	171	82.0		
T	2018-06-02 10:13:40	47.027862000	6.960550000	1090.8	172	83.0		
T	2018-06-02 10:13:46	47.027829000	6.960275000	1091.8	172	83.0		
T	2018-06-02 10:13:52	47.027793000	6.960011000	1093.0	171	83.0		
T	2018-06-02 10:14:00	47.027753000	6.959727000	1094.7	172	84.0		
T	2018-06-02 10:14:07	47.027778000	6.959452000	1095.7	173	84.0		
T	2018-06-02 10:14:14	47.027783000	6.959215000	1096.5	174	84.0		
T	2018-06-02 10:14:21	47.027770000	6.958950000	1097.4	175	85.0		
T	2018-06-02 10:14:28	47.027750000	6.958684000	1098.4	173	85.0		
T	2018-06-02 10:14:35	47.027664000	6.958413000	1099.7	175	84.0		
T	2018-06-02 10:14:40	47.027606000	6.958163000	1100.5	174	85.0		
T	2018-06-02 10:14:43	47.027587000	6.958010000	1100.4	177	85.0		
T	2018-06-02 10:14:49	47.027482000	6.957740000	1093.0	180	87.0		
T	2018-06-02 10:14:54	47.027383000	6.957514000	1089.4	179	88.0		
T	2018-06-02 10:14:59	47.027269000	6.957300000	1088.0	179	86.0		
T	2018-06-02 10:15:04	47.027118000	6.957105000	1088.0	180	87.0		
T	2018-06-02 10:15:09	47.027008000	6.956891000	1086.7	178	87.0		
T	2018-06-02 10:15:15	47.026874000	6.956655000	1084.2	175	87.0		
T	2018-06-02 10:15:21	47.026749000	6.956426000	1082.0	174	86.0		
T	2018-06-02 10:15:26	47.026670000	6.956180000	1080.3	173	86.0		
T	2018-06-02 10:15:31	47.026627000	6.955924000	1081.0	173	86.0		
T	2018-06-02 10:15:36	47.026641000	6.955678000	1081.3	171	86.0		
T	2018-06-02 10:15:38	47.026680000	6.955613000	1081.4	172	85.0		

